station_id,week_start,case_count,avg_severity,avg_response_time_min
PS0003,2025-03-24,1,4.0,23.0
PS0003,2025-03-31,2,2.5,33.0
PS0003,2025-04-07,2,2.5,68.0
PS0003,2025-04-14,5,2.4,15.5
PS0003,2025-04-21,2,1.0,19.8
PS0003,2025-04-28,3,3.0,55.8
PS0003,2025-05-05,2,3.5,46.1
PS0003,2025-05-12,3,2.3333333333333335,35.4
PS0003,2025-05-19,5,2.4,29.4
PS0003,2025-05-26,4,3.25,26.5
PS0003,2025-06-02,1,1.0,22.7
PS0003,2025-06-09,1,3.0,51.9
PS0003,2025-06-23,2,1.5,56.5
PS0003,2025-06-30,1,1.0,44.5
PS0003,2025-07-07,2,2.5,44.2
PS0003,2025-07-14,2,1.5,46.5
PS0003,2025-07-21,3,1.3333333333333333,43.4
PS0003,2025-07-28,5,2.4,35.1
PS0003,2025-08-04,5,1.6,26.2
PS0003,2025-08-11,3,2.3333333333333335,43.2
PS0003,2025-08-18,1,3.0,19.0
PS0003,2025-09-01,3,2.0,32.4
PS0003,2025-09-08,2,2.5,22.3
PS0003,2025-09-15,3,1.6666666666666667,38.5
PS0003,2025-09-22,3,3.0,44.1
PS0003,2025-09-29,8,2.625,46.3
PS0003,2025-10-06,4,2.5,56.4
PS0003,2025-10-13,3,2.0,8.0
PS0003,2025-10-20,5,2.2,34.8
PS0003,2025-10-27,3,1.0,44.8
PS0003,2025-11-03,2,3.0,39.1
PS0003,2025-11-10,3,2.0,42.4
PS0003,2025-11-17,2,3.0,11.9
PS0003,2025-11-24,3,2.6666666666666665,39.9
PS0003,2025-12-01,2,3.0,43.2
PS0003,2025-12-08,1,1.0,49.9
PS0003,2025-12-15,3,1.3333333333333333,35.8
PS0003,2025-12-22,5,3.2,40.0
PS0004,2023-01-02,2,2.5,37.3
PS0004,2023-01-09,1,1.0,31.8
PS0004,2023-01-23,1,2.0,32.5
PS0004,2023-02-06,1,1.0,18.9
PS0004,2023-02-13,3,2.3333333333333335,26.7
PS0004,2023-02-27,1,5.0,35.7
PS0004,2023-03-13,1,1.0,41.0
PS0004,2023-03-27,4,2.5,52.0
PS0004,2023-04-03,5,1.4,33.0
PS0004,2023-04-10,2,3.0,31.3
PS0004,2023-04-17,1,2.0,34.1
PS0004,2023-04-24,2,2.0,42.2
PS0004,2023-05-01,4,2.0,26.5
PS0004,2023-05-08,4,2.25,42.7
PS0004,2023-05-15,3,4.333333333333333,31.2
PS0004,2023-05-22,3,2.6666666666666665,42.4
PS0004,2023-05-29,2,1.0,43.5
PS0004,2023-06-12,1,3.0,23.6
PS0004,2023-06-19,1,4.0,48.8
PS0004,2023-06-26,4,2.75,33.3
PS0004,2023-07-03,3,2.3333333333333335,29.3
PS0004,2023-07-10,5,2.8,36.2
PS0004,2023-07-17,2,2.0,38.1
PS0004,2023-07-24,1,4.0,31.8
PS0004,2023-08-07,5,3.0,40.8
PS0004,2023-08-14,1,3.0,37.7
PS0004,2023-08-21,2,3.0,43.6
PS0004,2023-08-28,3,2.3333333333333335,32.7
PS0004,2023-09-11,3,2.6666666666666665,24.3
PS0004,2023-09-18,2,3.5,40.8
PS0004,2023-09-25,1,5.0,36.7
PS0004,2023-10-02,2,3.5,14.4
PS0004,2023-10-09,2,4.0,36.7
PS0004,2023-10-23,3,2.3333333333333335,35.8
PS0004,2023-10-30,3,2.3333333333333335,36.1
PS0004,2023-11-06,1,4.0,24.0
PS0004,2023-11-13,4,2.75,41.1
PS0004,2023-11-27,1,2.0,48.8
PS0004,2023-12-04,2,2.5,55.9
PS0004,2023-12-11,1,3.0,38.2
PS0004,2023-12-25,2,4.5,55.0
PS0004,2024-01-01,1,3.0,54.1
PS0004,2024-01-08,3,2.3333333333333335,43.6
PS0004,2024-01-15,1,1.0,23.4
PS0004,2024-01-22,2,2.5,31.7
PS0004,2024-01-29,2,1.5,32.5
PS0004,2024-02-05,1,3.0,46.6
PS0004,2024-02-12,3,2.3333333333333335,45.5
PS0004,2024-02-19,2,2.5,8.0
PS0004,2024-02-26,2,3.0,43.6
PS0004,2024-03-11,2,2.0,40.3
PS0004,2024-03-18,1,5.0,45.3
PS0004,2024-03-25,1,4.0,47.6
PS0004,2024-04-01,3,3.3333333333333335,43.9
PS0004,2024-04-08,1,5.0,26.3
PS0004,2024-04-15,3,3.0,44.0
PS0004,2024-04-22,1,1.0,27.9
PS0004,2024-04-29,1,1.0,36.0
PS0004,2024-05-06,2,2.0,8.0
PS0004,2024-05-13,2,2.0,35.3
PS0004,2024-05-20,2,1.5,34.8
PS0004,2024-05-27,2,2.5,29.4
PS0004,2024-06-03,2,2.0,48.0
PS0004,2024-06-10,1,1.0,52.8
PS0004,2024-06-17,1,2.0,41.4
PS0004,2024-06-24,3,1.6666666666666667,38.5
PS0004,2024-07-01,3,1.6666666666666667,53.8
PS0004,2024-07-08,1,4.0,50.5
PS0004,2024-07-15,2,2.0,22.6
PS0004,2024-07-22,3,1.6666666666666667,45.0
PS0004,2024-07-29,2,2.0,31.0
PS0004,2024-08-05,4,1.0,43.5
PS0004,2024-08-12,1,2.0,37.0
PS0004,2024-08-19,1,4.0,42.5
PS0004,2024-08-26,3,2.0,28.6
PS0004,2024-09-02,1,3.0,28.7
PS0004,2024-09-09,1,2.0,28.0
PS0004,2024-09-16,2,2.5,16.6
PS0004,2024-09-23,1,3.0,37.5
PS0004,2024-10-14,2,3.0,23.5
PS0004,2024-10-21,2,2.5,29.6
PS0004,2024-10-28,3,2.6666666666666665,8.0
PS0004,2024-11-04,4,2.5,53.0
PS0004,2024-11-11,1,3.0,30.8
PS0004,2024-11-18,1,3.0,53.8
PS0004,2024-11-25,2,1.5,48.2
PS0004,2024-12-02,2,2.0,54.0
PS0004,2024-12-09,1,3.0,32.6
PS0004,2024-12-16,1,2.0,36.3
PS0004,2024-12-23,3,3.0,44.2
PS0004,2024-12-30,2,2.5,50.1
PS0004,2025-01-06,3,2.0,35.3
PS0004,2025-01-13,2,3.0,46.6
PS0004,2025-01-20,3,2.3333333333333335,43.2
PS0004,2025-01-27,3,2.3333333333333335,31.6
PS0004,2025-02-03,5,2.2,46.0
PS0004,2025-02-10,1,3.0,27.9
PS0004,2025-02-17,1,2.0,30.1
PS0004,2025-02-24,2,3.5,47.8
PS0004,2025-03-17,2,3.0,42.3
PS0004,2025-03-24,1,2.0,8.9
PS0004,2025-03-31,3,3.6666666666666665,48.2
PS0004,2025-04-07,1,2.0,40.2
PS0004,2025-04-14,1,1.0,11.8
PS0004,2025-04-21,7,1.8571428571428572,36.8
PS0004,2025-04-28,1,5.0,40.3
PS0004,2025-05-05,1,3.0,23.3
PS0004,2025-05-12,3,1.6666666666666667,23.8
PS0004,2025-05-19,2,3.0,40.5
PS0004,2025-05-26,5,2.4,43.5
PS0004,2025-06-02,3,3.3333333333333335,37.0
PS0004,2025-06-09,2,2.0,28.7
PS0004,2025-06-16,3,3.0,47.2
PS0004,2025-06-23,4,1.5,8.0
PS0004,2025-06-30,2,1.5,22.3
PS0004,2025-07-14,3,1.0,25.7
PS0004,2025-07-28,3,3.3333333333333335,61.7
PS0004,2025-08-04,4,3.25,36.8
PS0004,2025-08-11,4,2.5,47.2
PS0004,2025-08-18,2,2.0,24.6
PS0004,2025-08-25,2,4.0,48.7
PS0004,2025-09-01,1,1.0,23.0
PS0004,2025-09-08,1,3.0,53.1
PS0004,2025-09-15,1,2.0,16.9
PS0004,2025-09-22,3,1.6666666666666667,25.6
PS0004,2025-09-29,2,1.5,30.0
PS0004,2025-10-06,5,1.4,54.1
PS0004,2025-10-13,6,2.1666666666666665,29.2
PS0004,2025-10-20,1,1.0,46.1
PS0004,2025-11-03,3,2.6666666666666665,51.7
PS0004,2025-11-10,2,4.0,50.0
PS0004,2025-11-24,2,2.5,38.3
PS0004,2025-12-01,2,3.0,27.8
PS0004,2025-12-08,1,2.0,34.7
PS0004,2025-12-15,1,4.0,38.9
PS0004,2025-12-22,2,1.5,37.4
PS0005,2023-01-02,2,2.5,34.6
PS0005,2023-01-09,1,2.0,44.5
PS0005,2023-01-16,3,1.6666666666666667,48.4
PS0005,2023-01-23,5,3.0,58.5
PS0005,2023-01-30,1,5.0,48.3
PS0005,2023-02-06,2,2.5,47.0
PS0005,2023-02-20,2,2.5,33.2
PS0005,2023-03-06,1,3.0,32.6
PS0005,2023-03-13,1,5.0,39.1
PS0005,2023-04-03,3,2.6666666666666665,44.4
PS0005,2023-04-10,1,1.0,41.7
PS0005,2023-04-17,2,2.5,34.9
PS0005,2023-04-24,2,3.0,52.4
PS0005,2023-05-01,1,1.0,61.3
PS0005,2023-05-08,2,1.0,20.2
PS0005,2023-05-15,3,2.6666666666666665,47.1
PS0005,2023-05-22,4,3.25,18.2
PS0005,2023-05-29,1,2.0,20.7
PS0005,2023-06-19,5,2.0,36.8
PS0005,2023-06-26,2,3.0,67.2
PS0005,2023-07-10,1,1.0,32.8
PS0005,2023-07-17,1,2.0,8.0
PS0005,2023-07-24,3,3.0,68.2
PS0005,2023-07-31,3,3.0,39.7
PS0005,2023-08-07,2,2.5,37.1
PS0005,2023-08-14,2,1.0,46.4
PS0005,2023-08-21,2,3.0,18.1
